"","site_no","Date","agency_cd","PRCP","SNOW","SNWD"
"1055","US1CASB0001",2012-07-21,"NOAA",0,0,NA
"1056","US1CASB0001",2012-07-22,"NOAA",0,0,NA
"1057","US1CASB0001",2012-07-23,"NOAA",NA,NA,NA
"1058","US1CASB0001",2012-07-24,"NOAA",0,0,NA
"1059","US1CASB0001",2012-07-25,"NOAA",0,0,NA
"1060","US1CASB0001",2012-07-26,"NOAA",0,0,NA
"1061","US1CASB0001",2012-07-27,"NOAA",0,0,NA
"1062","US1CASB0001",2012-07-28,"NOAA",0,0,NA
"1063","US1CASB0001",2012-07-29,"NOAA",0,0,NA
"1064","US1CASB0001",2012-07-30,"NOAA",0,0,NA
"1065","US1CASB0001",2012-07-31,"NOAA",0,0,NA
"1066","US1CASB0001",2012-08-01,"NOAA",0,0,NA
"1067","US1CASB0001",2012-08-02,"NOAA",0,0,NA
"1068","US1CASB0001",2012-08-03,"NOAA",0,0,NA
"1069","US1CASB0001",2012-08-04,"NOAA",5,NA,NA
"1070","US1CASB0001",2012-08-05,"NOAA",NA,NA,NA
"1071","US1CASB0001",2012-08-06,"NOAA",0,0,NA
"1072","US1CASB0001",2012-08-07,"NOAA",0,0,NA
"1073","US1CASB0001",2012-08-08,"NOAA",0,0,NA
"1074","US1CASB0001",2012-08-09,"NOAA",0,0,NA
"1075","US1CASB0001",2012-08-10,"NOAA",0,0,NA
"1076","US1CASB0001",2012-08-11,"NOAA",0,0,NA
"1077","US1CASB0001",2012-08-12,"NOAA",0,0,NA
"1078","US1CASB0001",2012-08-13,"NOAA",0,0,NA
"1079","US1CASB0001",2012-08-14,"NOAA",0,0,NA
"1080","US1CASB0001",2012-08-15,"NOAA",0,0,NA
"1081","US1CASB0001",2012-08-16,"NOAA",0,0,NA
"1082","US1CASB0001",2012-08-17,"NOAA",0,0,NA
"1083","US1CASB0001",2012-08-18,"NOAA",0,0,NA
"1084","US1CASB0001",2012-08-19,"NOAA",0,0,NA
"1085","US1CASB0001",2012-08-20,"NOAA",0,0,NA
"1086","US1CASB0001",2012-08-21,"NOAA",0,0,NA
"1087","US1CASB0001",2012-08-22,"NOAA",0,0,NA
"1088","US1CASB0001",2012-08-23,"NOAA",0,0,NA
"1089","US1CASB0001",2012-08-24,"NOAA",0,0,NA
"1090","US1CASB0001",2012-08-25,"NOAA",0,NA,NA
"1091","US1CASB0001",2012-08-26,"NOAA",0,0,NA
"1092","US1CASB0001",2012-08-27,"NOAA",0,0,NA
"1093","US1CASB0001",2012-08-28,"NOAA",0,0,NA
"1094","US1CASB0001",2012-08-29,"NOAA",0,0,NA
"1095","US1CASB0001",2012-08-30,"NOAA",0,0,NA
"1096","US1CASB0001",2012-08-31,"NOAA",0,0,NA
"1097","US1CASB0001",2012-09-01,"NOAA",0,0,NA
"1098","US1CASB0001",2012-09-02,"NOAA",0,0,NA
"1099","US1CASB0001",2012-09-03,"NOAA",0,0,NA
"1100","US1CASB0001",2012-09-04,"NOAA",0,0,NA
"1101","US1CASB0001",2012-09-05,"NOAA",0,0,NA
"1102","US1CASB0001",2012-09-06,"NOAA",15,NA,NA
"1103","US1CASB0001",2012-09-07,"NOAA",18,NA,NA
"1104","US1CASB0001",2012-09-08,"NOAA",0,0,NA
"1105","US1CASB0001",2012-09-09,"NOAA",0,0,NA
"1106","US1CASB0001",2012-09-10,"NOAA",0,0,NA
"1107","US1CASB0001",2012-09-11,"NOAA",0,0,NA
"1108","US1CASB0001",2012-09-12,"NOAA",0,NA,NA
"1109","US1CASB0001",2012-09-13,"NOAA",5,NA,NA
"1110","US1CASB0001",2012-09-14,"NOAA",3,NA,NA
"1111","US1CASB0001",2012-09-15,"NOAA",0,0,NA
"1112","US1CASB0001",2012-09-16,"NOAA",NA,NA,NA
"1113","US1CASB0001",2012-09-17,"NOAA",0,0,NA
"1114","US1CASB0001",2012-09-18,"NOAA",0,0,NA
"1115","US1CASB0001",2012-09-19,"NOAA",0,0,NA
"1116","US1CASB0001",2012-09-20,"NOAA",0,0,NA
"1117","US1CASB0001",2012-09-21,"NOAA",0,0,NA
"1118","US1CASB0001",2012-09-22,"NOAA",0,0,NA
"1119","US1CASB0001",2012-09-23,"NOAA",0,0,NA
"1120","US1CASB0001",2012-09-24,"NOAA",0,0,NA
"1121","US1CASB0001",2012-09-25,"NOAA",0,0,NA
"1122","US1CASB0001",2012-09-26,"NOAA",0,0,NA
"1123","US1CASB0001",2012-09-27,"NOAA",0,0,NA
"1124","US1CASB0001",2012-09-28,"NOAA",0,0,NA
"1125","US1CASB0001",2012-09-29,"NOAA",0,0,NA
"1126","US1CASB0001",2012-09-30,"NOAA",0,0,NA
"1127","US1CASB0001",2012-10-01,"NOAA",0,0,NA
"1128","US1CASB0001",2012-10-02,"NOAA",0,0,NA
"1129","US1CASB0001",2012-10-03,"NOAA",0,0,NA
"1130","US1CASB0001",2012-10-04,"NOAA",0,0,NA
"1131","US1CASB0001",2012-10-05,"NOAA",0,0,NA
"1132","US1CASB0001",2012-10-06,"NOAA",0,0,NA
"1133","US1CASB0001",2012-10-07,"NOAA",0,0,NA
"1134","US1CASB0001",2012-10-08,"NOAA",0,0,NA
"1135","US1CASB0001",2012-10-09,"NOAA",0,0,NA
"1136","US1CASB0001",2012-10-10,"NOAA",0,0,NA
"1137","US1CASB0001",2012-10-11,"NOAA",0,0,NA
"1138","US1CASB0001",2012-10-12,"NOAA",0,0,NA
"1139","US1CASB0001",2012-10-13,"NOAA",0,0,NA
"1140","US1CASB0001",2012-10-14,"NOAA",0,0,NA
"1141","US1CASB0001",2012-10-15,"NOAA",0,0,NA
"1142","US1CASB0001",2012-10-16,"NOAA",0,0,NA
"1143","US1CASB0001",2012-10-17,"NOAA",0,0,NA
"1144","US1CASB0001",2012-10-18,"NOAA",0,0,NA
"1145","US1CASB0001",2012-10-19,"NOAA",0,0,NA
"1146","US1CASB0001",2012-10-20,"NOAA",5,NA,NA
"1147","US1CASB0001",2012-10-21,"NOAA",0,NA,NA
"1148","US1CASB0001",2012-10-22,"NOAA",0,0,NA
"1149","US1CASB0001",2012-10-23,"NOAA",0,0,NA
"1150","US1CASB0001",2012-10-24,"NOAA",0,0,NA
"1151","US1CASB0001",2012-10-25,"NOAA",0,0,NA
"1152","US1CASB0001",2012-10-26,"NOAA",0,0,NA
"1153","US1CASB0001",2012-10-27,"NOAA",0,0,NA
"1154","US1CASB0001",2012-10-28,"NOAA",0,0,NA
"1155","US1CASB0001",2012-10-29,"NOAA",0,0,NA
"1156","US1CASB0001",2012-10-30,"NOAA",5,NA,NA
"1157","US1CASB0001",2012-10-31,"NOAA",0,0,NA
"1158","US1CASB0001",2012-11-01,"NOAA",0,0,NA
"1159","US1CASB0001",2012-11-02,"NOAA",0,0,NA
"1160","US1CASB0001",2012-11-03,"NOAA",0,0,NA
"1161","US1CASB0001",2012-11-04,"NOAA",0,0,NA
"1162","US1CASB0001",2012-11-05,"NOAA",0,0,NA
"1163","US1CASB0001",2012-11-06,"NOAA",0,NA,NA
"1164","US1CASB0001",2012-11-07,"NOAA",0,0,NA
"1165","US1CASB0001",2012-11-08,"NOAA",0,0,NA
"1166","US1CASB0001",2012-11-09,"NOAA",0,0,NA
"1167","US1CASB0001",2012-11-10,"NOAA",0,0,NA
"1168","US1CASB0001",2012-11-11,"NOAA",0,0,NA
"1169","US1CASB0001",2012-11-12,"NOAA",0,0,NA
"1170","US1CASB0001",2012-11-13,"NOAA",0,0,NA
"1171","US1CASB0001",2012-11-14,"NOAA",0,0,NA
"1172","US1CASB0001",2012-11-15,"NOAA",0,0,NA
"1173","US1CASB0001",2012-11-16,"NOAA",10,NA,NA
"1174","US1CASB0001",2012-11-17,"NOAA",117,NA,NA
"1175","US1CASB0001",2012-11-18,"NOAA",170,NA,NA
"1176","US1CASB0001",2012-11-19,"NOAA",5,NA,NA
"1177","US1CASB0001",2012-11-20,"NOAA",0,0,NA
"1178","US1CASB0001",2012-11-21,"NOAA",0,0,NA
"1179","US1CASB0001",2012-11-22,"NOAA",0,NA,NA
"1180","US1CASB0001",2012-11-23,"NOAA",0,NA,NA
"1181","US1CASB0001",2012-11-24,"NOAA",NA,NA,NA
"1182","US1CASB0001",2012-11-25,"NOAA",0,NA,NA
"1183","US1CASB0001",2012-11-26,"NOAA",0,0,NA
"1184","US1CASB0001",2012-11-27,"NOAA",0,0,NA
"1185","US1CASB0001",2012-11-28,"NOAA",0,0,NA
"1186","US1CASB0001",2012-11-29,"NOAA",163,NA,NA
"1187","US1CASB0001",2012-11-30,"NOAA",91,NA,NA
"1188","US1CASB0001",2012-12-01,"NOAA",180,NA,NA
"1189","US1CASB0001",2012-12-02,"NOAA",41,NA,NA
"1190","US1CASB0001",2012-12-03,"NOAA",295,NA,NA
"1191","US1CASB0001",2012-12-04,"NOAA",0,0,NA
"1192","US1CASB0001",2012-12-05,"NOAA",0,0,NA
"1193","US1CASB0001",2012-12-06,"NOAA",8,NA,NA
"1194","US1CASB0001",2012-12-07,"NOAA",5,NA,NA
"1195","US1CASB0001",2012-12-08,"NOAA",0,0,NA
"1196","US1CASB0001",2012-12-09,"NOAA",5,NA,NA
"1197","US1CASB0001",2012-12-10,"NOAA",0,0,NA
"1198","US1CASB0001",2012-12-11,"NOAA",0,NA,NA
"1199","US1CASB0001",2012-12-12,"NOAA",0,0,NA
"1200","US1CASB0001",2012-12-13,"NOAA",64,NA,NA
"1201","US1CASB0001",2012-12-14,"NOAA",0,0,NA
"1202","US1CASB0001",2012-12-15,"NOAA",15,NA,NA
"1203","US1CASB0001",2012-12-16,"NOAA",23,NA,NA
"1204","US1CASB0001",2012-12-17,"NOAA",23,NA,NA
"1205","US1CASB0001",2012-12-18,"NOAA",61,NA,NA
"1206","US1CASB0001",2012-12-19,"NOAA",5,NA,NA
"1207","US1CASB0001",2012-12-20,"NOAA",0,0,NA
"1208","US1CASB0001",2012-12-21,"NOAA",0,0,NA
"1209","US1CASB0001",2012-12-22,"NOAA",0,0,NA
"1210","US1CASB0001",2012-12-23,"NOAA",41,NA,NA
"1211","US1CASB0001",2012-12-24,"NOAA",259,NA,NA
"1212","US1CASB0001",2012-12-25,"NOAA",NA,NA,NA
"1213","US1CASB0001",2012-12-26,"NOAA",86,NA,NA
"1214","US1CASB0001",2012-12-27,"NOAA",5,NA,NA
"1215","US1CASB0001",2012-12-28,"NOAA",0,0,NA
"1216","US1CASB0001",2012-12-29,"NOAA",46,NA,NA
"1217","US1CASB0001",2012-12-30,"NOAA",58,NA,NA
"1218","US1CASB0001",2012-12-31,"NOAA",0,0,NA
"1219","US1CASB0001",2013-01-01,"NOAA",0,0,NA
"1220","US1CASB0001",2013-01-02,"NOAA",0,0,NA
"1221","US1CASB0001",2013-01-03,"NOAA",0,0,NA
"1222","US1CASB0001",2013-01-04,"NOAA",0,0,NA
"1223","US1CASB0001",2013-01-05,"NOAA",0,0,NA
"1224","US1CASB0001",2013-01-06,"NOAA",41,NA,NA
"1225","US1CASB0001",2013-01-07,"NOAA",61,NA,NA
"1226","US1CASB0001",2013-01-08,"NOAA",0,0,NA
"1227","US1CASB0001",2013-01-09,"NOAA",0,0,NA
"1228","US1CASB0001",2013-01-10,"NOAA",0,0,NA
"1229","US1CASB0001",2013-01-11,"NOAA",20,NA,NA
"1230","US1CASB0001",2013-01-12,"NOAA",5,NA,NA
"1231","US1CASB0001",2013-01-13,"NOAA",0,0,NA
"1232","US1CASB0001",2013-01-14,"NOAA",0,0,NA
"1233","US1CASB0001",2013-01-15,"NOAA",0,0,NA
"1234","US1CASB0001",2013-01-16,"NOAA",0,0,NA
"1235","US1CASB0001",2013-01-17,"NOAA",0,0,NA
"1236","US1CASB0001",2013-01-18,"NOAA",0,0,NA
"1237","US1CASB0001",2013-01-19,"NOAA",0,0,NA
"1238","US1CASB0001",2013-01-20,"NOAA",0,0,NA
"1239","US1CASB0001",2013-01-21,"NOAA",0,0,NA
"1240","US1CASB0001",2013-01-22,"NOAA",0,0,NA
"1241","US1CASB0001",2013-01-23,"NOAA",0,0,NA
"1242","US1CASB0001",2013-01-24,"NOAA",262,NA,NA
"1243","US1CASB0001",2013-01-25,"NOAA",244,NA,NA
"1244","US1CASB0001",2013-01-26,"NOAA",53,NA,NA
"1245","US1CASB0001",2013-01-27,"NOAA",5,NA,NA
"1246","US1CASB0001",2013-01-28,"NOAA",0,0,NA
"1247","US1CASB0001",2013-01-29,"NOAA",0,0,NA
"1248","US1CASB0001",2013-01-30,"NOAA",0,0,NA
"1249","US1CASB0001",2013-01-31,"NOAA",0,0,NA
"1250","US1CASB0001",2013-02-01,"NOAA",NA,NA,NA
"1251","US1CASB0001",2013-02-02,"NOAA",0,0,NA
"1252","US1CASB0001",2013-02-03,"NOAA",0,0,NA
"1253","US1CASB0001",2013-02-04,"NOAA",0,0,NA
"1254","US1CASB0001",2013-02-05,"NOAA",0,0,NA
"1255","US1CASB0001",2013-02-06,"NOAA",0,0,NA
"1256","US1CASB0001",2013-02-07,"NOAA",0,0,NA
"1257","US1CASB0001",2013-02-08,"NOAA",5,NA,NA
"1258","US1CASB0001",2013-02-09,"NOAA",23,NA,NA
"1259","US1CASB0001",2013-02-10,"NOAA",0,0,NA
"1260","US1CASB0001",2013-02-11,"NOAA",0,0,NA
"1261","US1CASB0001",2013-02-12,"NOAA",NA,NA,NA
"1262","US1CASB0001",2013-02-13,"NOAA",0,0,NA
"1263","US1CASB0001",2013-02-14,"NOAA",0,0,NA
"1264","US1CASB0001",2013-02-15,"NOAA",NA,NA,NA
"1265","US1CASB0001",2013-02-16,"NOAA",0,0,NA
"1266","US1CASB0001",2013-02-17,"NOAA",0,0,NA
"1267","US1CASB0001",2013-02-18,"NOAA",0,0,NA
"1268","US1CASB0001",2013-02-19,"NOAA",0,0,NA
"1269","US1CASB0001",2013-02-20,"NOAA",53,NA,NA
"1270","US1CASB0001",2013-02-21,"NOAA",0,0,NA
"1271","US1CASB0001",2013-02-22,"NOAA",0,0,NA
"1272","US1CASB0001",2013-02-23,"NOAA",0,0,NA
"1273","US1CASB0001",2013-02-24,"NOAA",0,0,NA
"1274","US1CASB0001",2013-02-25,"NOAA",0,0,NA
"1275","US1CASB0001",2013-02-26,"NOAA",0,0,NA
"1276","US1CASB0001",2013-02-27,"NOAA",0,0,NA
"1277","US1CASB0001",2013-02-28,"NOAA",0,0,NA
"1278","US1CASB0001",2013-03-01,"NOAA",0,0,NA
"1279","US1CASB0001",2013-03-02,"NOAA",0,0,NA
"1280","US1CASB0001",2013-03-03,"NOAA",0,0,NA
"1281","US1CASB0001",2013-03-04,"NOAA",0,0,NA
"1282","US1CASB0001",2013-03-05,"NOAA",0,NA,NA
"1283","US1CASB0001",2013-03-06,"NOAA",0,NA,NA
"1284","US1CASB0001",2013-03-07,"NOAA",8,NA,NA
"1285","US1CASB0001",2013-03-08,"NOAA",234,NA,NA
"1286","US1CASB0001",2013-03-09,"NOAA",8,NA,NA
"1287","US1CASB0001",2013-03-10,"NOAA",0,0,NA
"1288","US1CASB0001",2013-03-11,"NOAA",0,0,NA
"1289","US1CASB0001",2013-03-12,"NOAA",0,0,NA
"1290","US1CASB0001",2013-03-13,"NOAA",0,0,NA
"1291","US1CASB0001",2013-03-14,"NOAA",5,NA,NA
"1292","US1CASB0001",2013-03-15,"NOAA",0,0,NA
"1293","US1CASB0001",2013-03-16,"NOAA",0,0,NA
"1294","US1CASB0001",2013-03-17,"NOAA",0,0,NA
"1295","US1CASB0001",2013-03-18,"NOAA",0,0,NA
"1296","US1CASB0001",2013-03-19,"NOAA",0,0,NA
"1297","US1CASB0001",2013-03-20,"NOAA",0,0,NA
"1298","US1CASB0001",2013-03-21,"NOAA",0,0,NA
"1299","US1CASB0001",2013-03-22,"NOAA",0,0,NA
"1300","US1CASB0001",2013-03-23,"NOAA",0,0,NA
"1301","US1CASB0001",2013-03-24,"NOAA",0,0,NA
"1302","US1CASB0001",2013-03-25,"NOAA",0,0,NA
"1303","US1CASB0001",2013-03-26,"NOAA",0,0,NA
"1304","US1CASB0001",2013-03-27,"NOAA",0,0,NA
"1305","US1CASB0001",2013-03-28,"NOAA",0,0,NA
"1306","US1CASB0001",2013-03-29,"NOAA",5,NA,NA
"1307","US1CASB0001",2013-03-30,"NOAA",0,NA,NA
"1308","US1CASB0001",2013-03-31,"NOAA",0,NA,NA
"1309","US1CASB0001",2013-04-01,"NOAA",119,NA,NA
"1310","US1CASB0001",2013-04-02,"NOAA",0,0,NA
"1311","US1CASB0001",2013-04-03,"NOAA",0,0,NA
"1312","US1CASB0001",2013-04-04,"NOAA",0,0,NA
"1313","US1CASB0001",2013-04-05,"NOAA",0,0,NA
"1314","US1CASB0001",2013-04-06,"NOAA",0,0,NA
"1315","US1CASB0001",2013-04-07,"NOAA",0,0,NA
"1316","US1CASB0001",2013-04-08,"NOAA",0,0,NA
"1317","US1CASB0001",2013-04-09,"NOAA",0,0,NA
"1318","US1CASB0001",2013-04-10,"NOAA",0,0,NA
"1319","US1CASB0001",2013-04-11,"NOAA",0,0,NA
"1320","US1CASB0001",2013-04-12,"NOAA",0,0,NA
"1321","US1CASB0001",2013-04-13,"NOAA",0,0,NA
"1322","US1CASB0001",2013-04-14,"NOAA",0,0,NA
"1323","US1CASB0001",2013-04-15,"NOAA",0,0,NA
"1324","US1CASB0001",2013-04-16,"NOAA",0,0,NA
"1325","US1CASB0001",2013-04-17,"NOAA",0,0,NA
"1326","US1CASB0001",2013-04-18,"NOAA",0,0,NA
"1327","US1CASB0001",2013-04-19,"NOAA",0,0,NA
"1328","US1CASB0001",2013-04-20,"NOAA",0,0,NA
"1329","US1CASB0001",2013-04-21,"NOAA",0,0,NA
"1330","US1CASB0001",2013-04-22,"NOAA",0,0,NA
"1331","US1CASB0001",2013-04-23,"NOAA",5,NA,NA
"1332","US1CASB0001",2013-04-24,"NOAA",3,NA,NA
"1333","US1CASB0001",2013-04-25,"NOAA",13,NA,NA
"1334","US1CASB0001",2013-04-26,"NOAA",0,0,NA
"1335","US1CASB0001",2013-04-27,"NOAA",NA,NA,NA
"1336","US1CASB0001",2013-04-28,"NOAA",0,NA,NA
"1337","US1CASB0001",2013-04-29,"NOAA",0,0,NA
"1338","US1CASB0001",2013-04-30,"NOAA",10,NA,NA
"1339","US1CASB0001",2013-05-01,"NOAA",8,NA,NA
"1340","US1CASB0001",2013-05-02,"NOAA",0,0,NA
"1341","US1CASB0001",2013-05-03,"NOAA",0,0,NA
"1342","US1CASB0001",2013-05-04,"NOAA",0,0,NA
"1343","US1CASB0001",2013-05-05,"NOAA",0,0,NA
"1344","US1CASB0001",2013-05-06,"NOAA",5,NA,NA
"1345","US1CASB0001",2013-05-07,"NOAA",0,0,NA
"1346","US1CASB0001",2013-05-08,"NOAA",0,0,NA
"1347","US1CASB0001",2013-05-09,"NOAA",0,0,NA
"1348","US1CASB0001",2013-05-10,"NOAA",0,0,NA
"1349","US1CASB0001",2013-05-11,"NOAA",0,0,NA
"1350","US1CASB0001",2013-05-12,"NOAA",0,0,NA
"1351","US1CASB0001",2013-05-13,"NOAA",NA,NA,NA
"1352","US1CASB0001",2013-05-14,"NOAA",0,0,NA
"1353","US1CASB0001",2013-05-15,"NOAA",0,0,NA
"1354","US1CASB0001",2013-05-16,"NOAA",0,0,NA
"1355","US1CASB0001",2013-05-17,"NOAA",0,0,NA
"1356","US1CASB0001",2013-05-18,"NOAA",0,0,NA
"1357","US1CASB0001",2013-05-19,"NOAA",0,0,NA
"1358","US1CASB0001",2013-05-20,"NOAA",0,0,NA
"1359","US1CASB0001",2013-05-21,"NOAA",0,0,NA
"1360","US1CASB0001",2013-05-22,"NOAA",0,0,NA
"1361","US1CASB0001",2013-05-23,"NOAA",0,0,NA
"1362","US1CASB0001",2013-05-24,"NOAA",0,0,NA
"1363","US1CASB0001",2013-05-25,"NOAA",0,0,NA
"1364","US1CASB0001",2013-05-26,"NOAA",0,0,NA
"1365","US1CASB0001",2013-05-27,"NOAA",0,0,NA
"1366","US1CASB0001",2013-05-28,"NOAA",0,0,NA
"1367","US1CASB0001",2013-05-29,"NOAA",0,0,NA
"1368","US1CASB0001",2013-05-30,"NOAA",0,0,NA
"1369","US1CASB0001",2013-05-31,"NOAA",0,0,NA
"1370","US1CASB0001",2013-06-01,"NOAA",0,0,NA
"1371","US1CASB0001",2013-06-02,"NOAA",0,NA,NA
"1372","US1CASB0001",2013-06-03,"NOAA",15,NA,NA
"1373","US1CASB0001",2013-06-04,"NOAA",0,0,NA
"1374","US1CASB0001",2013-06-05,"NOAA",0,0,NA
"1375","US1CASB0001",2013-06-06,"NOAA",0,0,NA
"1376","US1CASB0001",2013-06-07,"NOAA",0,0,NA
"1377","US1CASB0001",2013-06-08,"NOAA",5,NA,NA
"1378","US1CASB0001",2013-06-09,"NOAA",8,NA,NA
"1379","US1CASB0001",2013-06-10,"NOAA",3,NA,NA
"1380","US1CASB0001",2013-06-11,"NOAA",0,0,NA
"1381","US1CASB0001",2013-06-12,"NOAA",5,NA,NA
"1382","US1CASB0001",2013-06-13,"NOAA",3,NA,NA
"1383","US1CASB0001",2013-06-14,"NOAA",0,0,NA
"1384","US1CASB0001",2013-06-15,"NOAA",0,0,NA
"1385","US1CASB0001",2013-06-16,"NOAA",0,0,NA
"1386","US1CASB0001",2013-06-17,"NOAA",0,0,NA
"1387","US1CASB0001",2013-06-18,"NOAA",0,0,NA
"1388","US1CASB0001",2013-06-19,"NOAA",0,0,NA
"1389","US1CASB0001",2013-06-20,"NOAA",0,0,NA
"1390","US1CASB0001",2013-06-21,"NOAA",0,0,NA
"1391","US1CASB0001",2013-06-22,"NOAA",0,0,NA
"1392","US1CASB0001",2013-06-23,"NOAA",0,0,NA
"1393","US1CASB0001",2013-06-24,"NOAA",0,0,NA
"1394","US1CASB0001",2013-06-25,"NOAA",0,0,NA
"1395","US1CASB0001",2013-06-26,"NOAA",0,0,NA
"1396","US1CASB0001",2013-06-27,"NOAA",0,0,NA
"1397","US1CASB0001",2013-06-28,"NOAA",0,0,NA
"1398","US1CASB0001",2013-06-29,"NOAA",0,0,NA
"1399","US1CASB0001",2013-06-30,"NOAA",0,0,NA
"1400","US1CASB0001",2013-07-01,"NOAA",0,0,NA
"1401","US1CASB0001",2013-07-02,"NOAA",NA,NA,NA
"1402","US1CASB0001",2013-07-03,"NOAA",0,0,NA
"1403","US1CASB0001",2013-07-04,"NOAA",0,0,NA
"1404","US1CASB0001",2013-07-05,"NOAA",0,0,NA
"1405","US1CASB0001",2013-07-06,"NOAA",0,0,NA
"1406","US1CASB0001",2013-07-07,"NOAA",0,0,NA
"1407","US1CASB0001",2013-07-08,"NOAA",0,0,NA
"1408","US1CASB0001",2013-07-09,"NOAA",0,0,NA
"1409","US1CASB0001",2013-07-10,"NOAA",0,0,NA
"1410","US1CASB0001",2013-07-11,"NOAA",0,0,NA
"1411","US1CASB0001",2013-07-12,"NOAA",3,NA,NA
"1412","US1CASB0001",2013-07-13,"NOAA",NA,NA,NA
"1413","US1CASB0001",2013-07-14,"NOAA",0,0,NA
"1414","US1CASB0001",2013-07-15,"NOAA",0,0,NA
"1415","US1CASB0001",2013-07-16,"NOAA",0,0,NA
"1416","US1CASB0001",2013-07-17,"NOAA",0,0,NA
"1417","US1CASB0001",2013-07-18,"NOAA",0,0,NA
"1418","US1CASB0001",2013-07-19,"NOAA",0,0,NA
"1419","US1CASB0001",2013-07-20,"NOAA",0,0,NA
"1420","US1CASB0001",2013-07-21,"NOAA",0,0,NA
"1421","US1CASB0001",2013-07-22,"NOAA",13,NA,NA
"1422","US1CASB0001",2013-07-23,"NOAA",5,NA,NA
"1423","US1CASB0001",2013-07-24,"NOAA",0,0,NA
"1424","US1CASB0001",2013-07-25,"NOAA",0,0,NA
"1425","US1CASB0001",2013-07-26,"NOAA",0,0,NA
"1426","US1CASB0001",2013-07-27,"NOAA",0,0,NA
"1427","US1CASB0001",2013-07-28,"NOAA",0,0,NA
"1428","US1CASB0001",2013-07-29,"NOAA",5,NA,NA
"1429","US1CASB0001",2013-07-30,"NOAA",3,NA,NA
"1430","US1CASB0001",2013-07-31,"NOAA",0,0,NA
"1431","US1CASB0001",2013-08-01,"NOAA",0,0,NA
"1432","US1CASB0001",2013-08-02,"NOAA",0,0,NA
"1433","US1CASB0001",2013-08-03,"NOAA",0,0,NA
"1434","US1CASB0001",2013-08-04,"NOAA",0,0,NA
"1435","US1CASB0001",2013-08-05,"NOAA",0,0,NA
"1436","US1CASB0001",2013-08-06,"NOAA",0,NA,NA
"1437","US1CASB0001",2013-08-07,"NOAA",0,0,NA
"1438","US1CASB0001",2013-08-08,"NOAA",0,0,NA
"1439","US1CASB0001",2013-08-09,"NOAA",0,0,NA
"1440","US1CASB0001",2013-08-10,"NOAA",0,0,NA
"1441","US1CASB0001",2013-08-11,"NOAA",0,0,NA
"1442","US1CASB0001",2013-08-12,"NOAA",0,0,NA
"1443","US1CASB0001",2013-08-13,"NOAA",0,0,NA
"1444","US1CASB0001",2013-08-14,"NOAA",0,0,NA
"1445","US1CASB0001",2013-08-15,"NOAA",0,0,NA
"1446","US1CASB0001",2013-08-16,"NOAA",0,0,NA
"1447","US1CASB0001",2013-08-17,"NOAA",0,0,NA
"1448","US1CASB0001",2013-08-18,"NOAA",0,0,NA
"1449","US1CASB0001",2013-08-19,"NOAA",0,0,NA
"1450","US1CASB0001",2013-08-20,"NOAA",0,0,NA
"1451","US1CASB0001",2013-08-21,"NOAA",0,0,NA
"1452","US1CASB0001",2013-08-22,"NOAA",0,0,NA
"1453","US1CASB0001",2013-08-23,"NOAA",0,0,NA
"1454","US1CASB0001",2013-08-24,"NOAA",0,0,NA
"1455","US1CASB0001",2013-08-25,"NOAA",0,NA,NA
"1456","US1CASB0001",2013-08-26,"NOAA",0,0,NA
"1457","US1CASB0001",2013-08-27,"NOAA",0,0,NA
"1458","US1CASB0001",2013-08-28,"NOAA",0,0,NA
"1459","US1CASB0001",2013-08-29,"NOAA",0,0,NA
"1460","US1CASB0001",2013-08-30,"NOAA",0,0,NA
"1461","US1CASB0001",2013-08-31,"NOAA",0,0,NA
"1462","US1CASB0001",2013-09-01,"NOAA",0,0,NA
"1463","US1CASB0001",2013-09-02,"NOAA",0,0,NA
"1464","US1CASB0001",2013-09-03,"NOAA",0,0,NA
"1465","US1CASB0001",2013-09-04,"NOAA",0,0,NA
"1466","US1CASB0001",2013-09-05,"NOAA",0,0,NA
"1467","US1CASB0001",2013-09-06,"NOAA",0,0,NA
"1468","US1CASB0001",2013-09-07,"NOAA",0,0,NA
"1469","US1CASB0001",2013-09-08,"NOAA",0,0,NA
"1470","US1CASB0001",2013-09-09,"NOAA",0,0,NA
"1471","US1CASB0001",2013-09-10,"NOAA",0,0,NA
"1472","US1CASB0001",2013-09-11,"NOAA",0,0,NA
"1473","US1CASB0001",2013-09-12,"NOAA",0,0,NA
"1474","US1CASB0001",2013-09-13,"NOAA",0,0,NA
"1475","US1CASB0001",2013-09-14,"NOAA",0,0,NA
"1476","US1CASB0001",2013-09-15,"NOAA",0,0,NA
"1477","US1CASB0001",2013-09-16,"NOAA",0,0,NA
"1478","US1CASB0001",2013-09-17,"NOAA",0,0,NA
"1479","US1CASB0001",2013-09-18,"NOAA",0,0,NA
"1480","US1CASB0001",2013-09-19,"NOAA",0,0,NA
"1481","US1CASB0001",2013-09-20,"NOAA",0,NA,NA
"1482","US1CASB0001",2013-09-21,"NOAA",0,0,NA
"1483","US1CASB0001",2013-09-22,"NOAA",0,0,NA
"1484","US1CASB0001",2013-09-23,"NOAA",0,0,NA
"1485","US1CASB0001",2013-09-24,"NOAA",0,0,NA
"1486","US1CASB0001",2013-09-25,"NOAA",0,0,NA
"1487","US1CASB0001",2013-09-26,"NOAA",0,0,NA
