monthseq,month,flodfreqcl,floddurcl,pondfreqcl,ponddurcl,ponddep.l,ponddep.r,ponddep.h,dlyavgprecip.l,dlyavgprecip.r,dlyavgprecip.h,dlyavgpotet.l,dlyavgpotet.r,dlyavgpotet.h,cokey,comonthkey
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875804,155982036
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875804,155982037
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875804,155982038
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875804,155982039
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875804,155982040
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875803,155982017
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875803,155982018
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875803,155982019
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875803,155982020
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875803,155982021
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875803,155982022
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875803,155982023
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875803,155982024
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875803,155982025
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875803,155982026
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875803,155982027
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875803,155982028
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875802,155982005
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875802,155982006
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875802,155982007
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875802,155982008
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875802,155982009
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875802,155982010
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875802,155982011
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875802,155982012
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875802,155982013
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875802,155982014
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875802,155982015
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875802,155982016
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875772,155981645
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875772,155981646
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875772,155981647
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875772,155981648
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875772,155981649
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875772,155981650
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875772,155981651
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875772,155981652
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875772,155981653
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875772,155981654
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875772,155981655
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875772,155981656
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875771,155981633
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875771,155981634
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875771,155981635
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875771,155981636
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875771,155981637
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875771,155981638
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875771,155981639
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875771,155981640
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875771,155981641
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875771,155981642
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875771,155981643
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875771,155981644
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875770,155981621
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875770,155981622
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875770,155981623
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875770,155981624
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875770,155981625
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875770,155981626
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875770,155981627
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875770,155981628
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875770,155981629
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875770,155981630
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875770,155981631
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875770,155981632
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875769,155981609
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875769,155981610
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875769,155981611
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875769,155981612
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875769,155981613
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875769,155981614
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875769,155981615
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875769,155981616
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875769,155981617
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875769,155981618
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875769,155981619
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875769,155981620
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875768,155981597
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875768,155981598
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875768,155981599
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875768,155981600
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875768,155981601
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875768,155981602
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875768,155981603
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875768,155981604
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875768,155981605
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875768,155981606
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875768,155981607
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875768,155981608
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875767,155981585
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875767,155981586
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875767,155981587
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875767,155981588
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875767,155981589
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875767,155981590
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875767,155981591
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875767,155981592
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875767,155981593
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875767,155981594
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875767,155981595
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875767,155981596
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875766,155981573
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875766,155981574
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875766,155981575
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875766,155981576
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875766,155981577
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875766,155981578
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875766,155981579
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875766,155981580
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875766,155981581
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875766,155981582
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875766,155981583
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875766,155981584
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875765,155981561
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875765,155981562
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875765,155981563
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875765,155981564
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875765,155981565
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875765,155981566
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875765,155981567
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875765,155981568
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875765,155981569
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875765,155981570
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875765,155981571
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875765,155981572
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875764,155981549
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875764,155981550
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875764,155981551
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875764,155981552
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875764,155981553
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875764,155981554
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875764,155981555
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875764,155981556
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875764,155981557
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875764,155981558
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875764,155981559
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875764,155981560
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875763,155981537
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875763,155981538
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875763,155981539
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875763,155981540
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875763,155981541
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875763,155981542
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875763,155981543
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875763,155981544
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875763,155981545
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875763,155981546
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875763,155981547
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875763,155981548
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875762,155981525
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875762,155981526
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875762,155981527
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875762,155981528
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875762,155981529
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875762,155981530
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875762,155981531
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875762,155981532
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875762,155981533
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875762,155981534
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875762,155981535
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875762,155981536
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875761,155981513
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875761,155981514
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875761,155981515
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875761,155981516
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875761,155981517
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875761,155981518
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875761,155981519
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875761,155981520
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875761,155981521
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875761,155981522
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875761,155981523
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875761,155981524
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875760,155981501
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875760,155981502
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875760,155981503
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875760,155981504
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875760,155981505
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875760,155981506
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875760,155981507
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875760,155981508
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875760,155981509
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875760,155981510
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875760,155981511
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875760,155981512
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875759,155981489
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875759,155981490
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875759,155981491
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875759,155981492
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875759,155981493
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875759,155981494
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875759,155981495
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875759,155981496
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875759,155981497
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875759,155981498
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875759,155981499
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875759,155981500
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875755,155981441
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875755,155981442
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875755,155981443
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875755,155981444
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875755,155981445
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875755,155981446
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875755,155981447
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875755,155981448
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875755,155981449
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875755,155981450
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875755,155981451
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875755,155981452
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875754,155981429
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875754,155981430
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875754,155981431
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875754,155981432
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875754,155981433
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875754,155981434
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875754,155981435
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875754,155981436
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875754,155981437
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875754,155981438
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875754,155981439
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875754,155981440
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875753,155981417
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875753,155981418
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875753,155981419
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875753,155981420
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875753,155981421
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875753,155981422
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875753,155981423
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875753,155981424
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875753,155981425
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875753,155981426
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875753,155981427
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875753,155981428
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875752,155981405
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875752,155981406
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875752,155981407
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875752,155981408
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875752,155981409
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875752,155981410
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875752,155981411
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875752,155981412
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875752,155981413
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875752,155981414
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875752,155981415
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875752,155981416
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875751,155981393
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875751,155981394
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875751,155981395
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875751,155981396
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875751,155981397
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875751,155981398
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875751,155981399
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875751,155981400
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875751,155981401
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875751,155981402
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875751,155981403
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875751,155981404
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875750,155981381
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875750,155981382
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875750,155981383
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875750,155981384
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875750,155981385
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875750,155981386
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875750,155981387
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875750,155981388
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875750,155981389
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875750,155981390
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875750,155981391
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875750,155981392
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875746,155981333
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875746,155981334
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875746,155981335
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875746,155981336
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875746,155981337
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875746,155981338
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875746,155981339
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875746,155981340
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875746,155981341
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875746,155981342
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875746,155981343
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875746,155981344
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875745,155981321
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875745,155981322
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875745,155981323
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875745,155981324
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875745,155981325
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875745,155981326
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875745,155981327
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875745,155981328
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875745,155981329
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875745,155981330
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875745,155981331
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875745,155981332
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875744,155981309
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875744,155981310
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875744,155981311
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875744,155981312
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875744,155981313
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875744,155981314
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875744,155981315
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875744,155981316
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875744,155981317
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875744,155981318
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875744,155981319
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875744,155981320
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875735,155981201
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875735,155981202
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875735,155981203
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875735,155981204
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875735,155981205
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875735,155981206
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875735,155981207
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875735,155981208
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875735,155981209
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875735,155981210
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875735,155981211
