soimoistdept.l,soimoistdept.r,soimoistdept.h,soimoistdepb.l,soimoistdepb.r,soimoistdepb.h,soimoiststat,comonthkey,cosoilmoistkey
0,0,0,183,183,183,Wet,156225272,95890368
0,0,0,183,183,183,Wet,156225273,95890369
0,0,0,183,183,183,Wet,156225274,95890370
0,0,0,183,183,183,Wet,156225277,95890371
0,0,0,183,183,183,Wet,156225278,95890372
0,0,0,183,183,183,Wet,156225279,95890373
NA,NA,NA,183,183,183,,156225282,95890374
0,0,0,0,15,30,,156225282,95890375
0,15,30,NA,NA,NA,Wet,156225282,95890376
NA,NA,NA,183,183,183,,156225284,95890377
0,0,0,0,15,30,,156225284,95890378
0,15,30,NA,NA,NA,Wet,156225284,95890379
NA,NA,NA,183,183,183,,156225285,95890380
0,0,0,0,15,30,,156225285,95890381
0,15,30,NA,NA,NA,Wet,156225285,95890382
NA,NA,NA,183,183,183,,156225286,95890383
0,0,0,0,15,30,,156225286,95890384
0,15,30,NA,NA,NA,Wet,156225286,95890385
NA,NA,NA,183,183,183,,156225289,95890386
0,0,0,0,15,30,,156225289,95890387
0,15,30,NA,NA,NA,Wet,156225289,95890388
NA,NA,NA,183,183,183,,156225290,95890389
0,0,0,0,15,30,,156225290,95890390
0,15,30,NA,NA,NA,Wet,156225290,95890391
NA,NA,NA,183,183,183,,156225291,95890392
0,0,0,0,15,30,,156225291,95890393
0,15,30,NA,NA,NA,Wet,156225291,95890394
NA,NA,NA,183,183,183,,156225292,95890395
0,0,0,0,15,30,,156225292,95890396
0,15,30,NA,NA,NA,Wet,156225292,95890397
NA,NA,NA,183,183,183,,156225294,95890398
0,0,0,0,38,76,,156225294,95890399
0,38,76,NA,NA,NA,Wet,156225294,95890400
NA,NA,NA,183,183,183,,156225296,95890401
0,0,0,0,38,76,,156225296,95890402
0,38,76,NA,NA,NA,Wet,156225296,95890403
NA,NA,NA,183,183,183,,156225297,95890404
0,0,0,0,38,76,,156225297,95890405
0,38,76,NA,NA,NA,Wet,156225297,95890406
NA,NA,NA,183,183,183,,156225298,95890407
0,0,0,0,38,76,,156225298,95890408
0,38,76,NA,NA,NA,Wet,156225298,95890409
NA,NA,NA,183,183,183,,156225301,95890410
0,0,0,0,38,76,,156225301,95890411
0,38,76,NA,NA,NA,Wet,156225301,95890412
NA,NA,NA,183,183,183,,156225302,95890413
0,0,0,0,38,76,,156225302,95890414
0,38,76,NA,NA,NA,Wet,156225302,95890415
NA,NA,NA,183,183,183,,156225303,95890416
0,0,0,0,38,76,,156225303,95890417
0,38,76,NA,NA,NA,Wet,156225303,95890418
30,46,61,35,51,76,Wet,156225426,95890419
30,46,61,35,51,76,Wet,156225428,95890420
30,46,61,35,51,76,Wet,156225429,95890421
30,46,61,35,51,76,Wet,156225430,95890422
30,46,61,35,51,76,Wet,156225433,95890423
30,46,61,35,51,76,Wet,156225474,95890424
30,46,61,35,51,76,Wet,156225476,95890425
30,46,61,35,51,76,Wet,156225477,95890426
30,46,61,35,51,76,Wet,156225478,95890427
30,46,61,35,51,76,Wet,156225481,95890428
NA,NA,NA,183,183,183,,156225486,95890429
0,0,0,0,15,30,,156225486,95890430
0,15,30,NA,NA,NA,Wet,156225486,95890431
NA,NA,NA,183,183,183,,156225488,95890432
0,0,0,0,15,30,,156225488,95890433
0,15,30,NA,NA,NA,Wet,156225488,95890434
NA,NA,NA,183,183,183,,156225489,95890435
0,0,0,0,15,30,,156225489,95890436
0,15,30,NA,NA,NA,Wet,156225489,95890437
NA,NA,NA,183,183,183,,156225490,95890438
0,0,0,0,15,30,,156225490,95890439
0,15,30,NA,NA,NA,Wet,156225490,95890440
NA,NA,NA,183,183,183,,156225493,95890441
0,0,0,0,15,30,,156225493,95890442
0,15,30,NA,NA,NA,Wet,156225493,95890443
30,46,61,35,51,76,Wet,156225522,95890444
30,46,61,35,51,76,Wet,156225524,95890445
30,46,61,35,51,76,Wet,156225525,95890446
30,46,61,35,51,76,Wet,156225526,95890447
30,46,61,35,51,76,Wet,156225529,95890448
46,69,91,52,74,100,Wet,156225570,95890463
46,69,91,52,74,100,Wet,156225572,95890464
46,69,91,52,74,100,Wet,156225573,95890465
46,69,91,52,74,100,Wet,156225574,95890466
46,69,91,52,74,100,Wet,156225577,95890467
NA,NA,NA,183,183,183,,156225584,95890468
0,0,0,0,15,30,,156225584,95890469
0,15,30,NA,NA,NA,Wet,156225584,95890470
NA,NA,NA,183,183,183,,156225586,95890471
0,0,0,0,15,30,,156225586,95890472
0,15,30,NA,NA,NA,Wet,156225586,95890473
NA,NA,NA,183,183,183,,156225587,95890474
0,0,0,0,15,30,,156225587,95890475
0,15,30,NA,NA,NA,Wet,156225587,95890476
NA,NA,NA,183,183,183,,156225588,95890477
0,0,0,0,15,30,,156225588,95890478
0,15,30,NA,NA,NA,Wet,156225588,95890479
NA,NA,NA,183,183,183,,156225591,95890480
0,0,0,0,15,30,,156225591,95890481
0,15,30,NA,NA,NA,Wet,156225591,95890482
0,31,61,183,183,183,Wet,156225630,95890483
0,31,61,183,183,183,Wet,156225631,95890484
0,31,61,183,183,183,Wet,156225632,95890485
0,31,61,183,183,183,Wet,156225633,95890486
0,31,61,183,183,183,Wet,156225634,95890487
0,31,61,183,183,183,Wet,156225635,95890488
0,31,61,183,183,183,Wet,156225636,95890489
0,31,61,183,183,183,Wet,156225637,95890490
0,31,61,183,183,183,Wet,156225638,95890491
0,31,61,183,183,183,Wet,156225639,95890492
0,31,61,183,183,183,Wet,156225640,95890493
0,31,61,183,183,183,Wet,156225641,95890494
0,0,0,183,183,183,Wet,156225642,95890495
0,0,0,183,183,183,Wet,156225644,95890496
0,0,0,183,183,183,Wet,156225645,95890497
0,0,0,183,183,183,Wet,156225646,95890498
0,0,0,183,183,183,Wet,156225649,95890499
0,0,0,183,183,183,Wet,156225650,95890500
0,0,0,183,183,183,Wet,156225651,95890501
NA,NA,NA,183,183,183,,156225654,95890502
0,0,0,0,8,15,,156225654,95890503
0,8,15,NA,NA,NA,Wet,156225654,95890504
NA,NA,NA,183,183,183,,156225656,95890505
0,0,0,0,8,15,,156225656,95890506
0,8,15,NA,NA,NA,Wet,156225656,95890507
NA,NA,NA,183,183,183,,156225657,95890508
0,0,0,0,8,15,,156225657,95890509
0,8,15,NA,NA,NA,Wet,156225657,95890510
NA,NA,NA,183,183,183,,156225658,95890511
0,0,0,0,8,15,,156225658,95890512
0,8,15,NA,NA,NA,Wet,156225658,95890513
NA,NA,NA,183,183,183,,156225661,95890514
0,0,0,0,8,15,,156225661,95890515
0,8,15,NA,NA,NA,Wet,156225661,95890516
NA,NA,NA,183,183,183,,156225662,95890517
0,0,0,0,8,15,,156225662,95890518
0,8,15,NA,NA,NA,Wet,156225662,95890519
NA,NA,NA,183,183,183,,156225663,95890520
0,0,0,0,8,15,,156225663,95890521
0,8,15,NA,NA,NA,Wet,156225663,95890522
0,0,0,183,183,183,Wet,156225668,95890523
0,0,0,183,183,183,Wet,156225669,95890524
0,0,0,183,183,183,Wet,156225670,95890525
0,0,0,183,183,183,Wet,156225673,95890526
0,0,0,183,183,183,Wet,156225675,95890527
0,0,28,183,183,183,Wet,156225726,95890528
0,0,28,183,183,183,Wet,156225728,95890529
0,0,28,183,183,183,Wet,156225729,95890530
0,0,28,183,183,183,Wet,156225730,95890531
0,0,28,183,183,183,Wet,156225733,95890532
0,0,28,183,183,183,Wet,156225734,95890533
0,0,28,183,183,183,Wet,156225735,95890534
0,0,0,183,183,183,Wet,156225738,95890535
0,0,0,183,183,183,Wet,156225740,95890536
0,0,0,183,183,183,Wet,156225741,95890537
0,0,0,183,183,183,Wet,156225742,95890538
0,0,0,183,183,183,Wet,156225745,95890539
0,0,0,183,183,183,Wet,156225746,95890540
0,0,0,183,183,183,Wet,156225747,95890541
0,0,0,183,183,183,Wet,156225750,95890542
0,0,0,183,183,183,Wet,156225752,95890543
0,0,0,183,183,183,Wet,156225753,95890544
0,0,0,183,183,183,Wet,156225754,95890545
0,0,0,183,183,183,Wet,156225757,95890546
0,0,0,183,183,183,Wet,156225758,95890547
0,0,0,183,183,183,Wet,156225759,95890548
0,0,0,183,183,183,Wet,156225762,95890549
0,0,0,183,183,183,Wet,156225764,95890550
0,0,0,183,183,183,Wet,156225765,95890551
0,0,0,183,183,183,Wet,156225766,95890552
0,0,0,183,183,183,Wet,156225769,95890553
0,0,0,183,183,183,Wet,156225770,95890554
0,0,0,183,183,183,Wet,156225771,95890555
30,46,61,35,51,76,Wet,156225858,95890568
30,46,61,35,51,76,Wet,156225860,95890569
30,46,61,35,51,76,Wet,156225861,95890570
30,46,61,35,51,76,Wet,156225862,95890571
30,46,61,35,51,76,Wet,156225865,95890572
NA,NA,NA,183,183,183,,156225870,95890573
0,0,0,0,15,30,,156225870,95890574
0,15,30,NA,NA,NA,Wet,156225870,95890575
NA,NA,NA,183,183,183,,156225872,95890576
0,0,0,0,15,30,,156225872,95890577
0,15,30,NA,NA,NA,Wet,156225872,95890578
NA,NA,NA,183,183,183,,156225873,95890579
0,0,0,0,15,30,,156225873,95890580
0,15,30,NA,NA,NA,Wet,156225873,95890581
NA,NA,NA,183,183,183,,156225874,95890582
0,0,0,0,15,30,,156225874,95890583
0,15,30,NA,NA,NA,Wet,156225874,95890584
NA,NA,NA,183,183,183,,156225877,95890585
0,0,0,0,15,30,,156225877,95890586
0,15,30,NA,NA,NA,Wet,156225877,95890587
30,46,61,35,51,76,Wet,156225882,95890588
30,46,61,35,51,76,Wet,156225884,95890589
30,46,61,35,51,76,Wet,156225885,95890590
30,46,61,35,51,76,Wet,156225886,95890591
30,46,61,35,51,76,Wet,156225889,95890592
NA,NA,NA,183,183,183,,156225894,95890593
0,0,0,0,15,30,,156225894,95890594
0,15,30,NA,NA,NA,Wet,156225894,95890595
NA,NA,NA,183,183,183,,156225896,95890596
0,0,0,0,15,30,,156225896,95890597
0,15,30,NA,NA,NA,Wet,156225896,95890598
NA,NA,NA,183,183,183,,156225897,95890599
0,0,0,0,15,30,,156225897,95890600
0,15,30,NA,NA,NA,Wet,156225897,95890601
NA,NA,NA,183,183,183,,156225898,95890602
0,0,0,0,15,30,,156225898,95890603
0,15,30,NA,NA,NA,Wet,156225898,95890604
NA,NA,NA,183,183,183,,156225901,95890605
0,0,0,0,15,30,,156225901,95890606
0,15,30,NA,NA,NA,Wet,156225901,95890607
30,38,46,52,52,76,Wet,156226002,95890622
30,38,46,52,52,76,Wet,156226004,95890623
30,38,46,52,52,76,Wet,156226005,95890624
30,38,46,52,52,76,Wet,156226006,95890625
30,38,46,52,52,76,Wet,156226009,95890626
30,38,46,52,52,76,Wet,156226010,95890627
30,38,46,52,52,76,Wet,156226011,95890628
0,0,0,183,183,183,Wet,156226014,95890629
0,0,0,183,183,183,Wet,156226016,95890630
0,0,0,183,183,183,Wet,156226017,95890631
0,0,0,183,183,183,Wet,156226018,95890632
0,0,0,183,183,183,Wet,156226021,95890633
0,0,0,183,183,183,Wet,156226022,95890634
0,0,0,183,183,183,Wet,156226023,95890635
0,0,0,183,183,183,Wet,156226026,95890636
0,0,0,183,183,183,Wet,156226028,95890637
0,0,0,183,183,183,Wet,156226029,95890638
0,0,0,183,183,183,Wet,156226030,95890639
0,0,0,183,183,183,Wet,156226033,95890640
0,0,0,183,183,183,Wet,156226034,95890641
0,0,0,183,183,183,Wet,156226035,95890642
0,0,28,183,183,183,Wet,156226122,95890643
0,0,28,183,183,183,Wet,156226124,95890644
0,0,28,183,183,183,Wet,156226125,95890645
0,0,28,183,183,183,Wet,156226126,95890646
0,0,28,183,183,183,Wet,156226129,95890647
0,0,28,183,183,183,Wet,156226130,95890648
0,0,28,183,183,183,Wet,156226131,95890649
0,0,0,183,183,183,Wet,156226146,95890650
0,0,0,183,183,183,Wet,156226148,95890651
0,0,0,183,183,183,Wet,156226149,95890652
0,0,0,183,183,183,Wet,156226150,95890653
0,0,0,183,183,183,Wet,156226153,95890654
0,0,0,183,183,183,Wet,156226154,95890655
0,0,0,183,183,183,Wet,156226155,95890656
0,0,0,183,183,183,Wet,156226158,95890657
0,0,0,183,183,183,Wet,156226160,95890658
0,0,0,183,183,183,Wet,156226161,95890659
0,0,0,183,183,183,Wet,156226162,95890660
0,0,0,183,183,183,Wet,156226165,95890661
0,0,0,183,183,183,Wet,156226166,95890662
0,0,0,183,183,183,Wet,156226167,95890663
61,76,91,183,183,183,Wet,156226652,95890702
61,76,91,183,183,183,Wet,156226653,95890703
61,76,91,183,183,183,Wet,156226654,95890704
61,76,91,183,183,183,Wet,156226657,95890705
61,76,91,183,183,183,Wet,156226659,95890706
NA,NA,NA,183,183,183,,156226662,95890707
0,0,0,0,8,15,,156226662,95890708
0,8,15,NA,NA,NA,Wet,156226662,95890709
NA,NA,NA,183,183,183,,156226664,95890710
0,0,0,0,8,15,,156226664,95890711
0,8,15,NA,NA,NA,Wet,156226664,95890712
NA,NA,NA,183,183,183,,156226665,95890713
0,0,0,0,8,15,,156226665,95890714
0,8,15,NA,NA,NA,Wet,156226665,95890715
NA,NA,NA,183,183,183,,156226666,95890716
0,0,0,0,8,15,,156226666,95890717
0,8,15,NA,NA,NA,Wet,156226666,95890718
NA,NA,NA,183,183,183,,156226669,95890719
0,0,0,0,8,15,,156226669,95890720
0,8,15,NA,NA,NA,Wet,156226669,95890721
NA,NA,NA,183,183,183,,156226670,95890722
0,0,0,0,8,15,,156226670,95890723
0,8,15,NA,NA,NA,Wet,156226670,95890724
NA,NA,NA,183,183,183,,156226671,95890725
0,0,0,0,8,15,,156226671,95890726
0,8,15,NA,NA,NA,Wet,156226671,95890727
0,31,61,183,183,183,Wet,156226674,95890728
0,31,61,183,183,183,Wet,156226675,95890729
0,31,61,183,183,183,Wet,156226676,95890730
0,31,61,183,183,183,Wet,156226677,95890731
0,31,61,183,183,183,Wet,156226678,95890732
0,31,61,183,183,183,Wet,156226679,95890733
