hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
H3,NA,H,NA,3,NA,74,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896916,42963189
H1,NA,H,NA,1,NA,0,NA,NA,41,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,85,90,95,65,77.5,90,NA,39.2,NA,NA,3.5,NA,NA,5,NA,NA,6.8,NA,NA,12.3,NA,NA,11.6,NA,NA,37.3,NA,NA,NA,NA,NA,NA,NA,20,23.5,27,NA,NA,NA,2,3.5,5,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,NA,1.41,NA,NA,4,9,14,0.17,0.19,0.21,NA,NA,NA,NA,30.7,NA,NA,16.8,NA,NA,45,NA,0,1.5,2.9,30,35,40,5,7.5,10,2,5,11,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,NA,NA,NA,NA,NA,NA,5.1,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896915,42963184
H2,NA,H,NA,2,NA,41,NA,NA,74,NA,NA,NA,NA,0,0,0,0,3,5,95,97.5,100,85,92.5,100,80,90,100,60,72.5,85,NA,35.4,NA,NA,3.1,NA,NA,4.4,NA,NA,6.1,NA,NA,11.2,NA,NA,10.6,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,1,1.5,2,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,NA,1.55,NA,NA,1.4,3,4,0.17,0.19,0.2,NA,NA,NA,NA,30.7,NA,NA,18.3,NA,NA,43,NA,3,4.5,5.9,40,45,50,5,10,15,2,8,16,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,15,17.5,20,NA,NA,NA,NA,NA,NA,5.1,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896915,42963185
H3,NA,H,NA,3,NA,74,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896915,42963186
H1,NA,H,NA,1,NA,0,NA,NA,41,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,85,90,95,65,77.5,90,NA,39.2,NA,NA,3.5,NA,NA,5,NA,NA,6.8,NA,NA,12.3,NA,NA,11.6,NA,NA,37.3,NA,NA,NA,NA,NA,NA,NA,20,23.5,27,NA,NA,NA,2,3.5,5,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,NA,1.41,NA,NA,4,9,14,0.17,0.19,0.21,NA,NA,NA,NA,30.7,NA,NA,16.8,NA,NA,45,NA,0,1.5,2.9,30,35,40,5,7.5,10,2,5,11,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,NA,NA,NA,NA,NA,NA,5.1,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896914,42963181
H2,NA,H,NA,2,NA,41,NA,NA,74,NA,NA,NA,NA,0,0,0,0,3,5,95,97.5,100,85,92.5,100,80,90,100,60,72.5,85,NA,35.4,NA,NA,3.1,NA,NA,4.4,NA,NA,6.1,NA,NA,11.2,NA,NA,10.6,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,1,1.5,2,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,NA,1.55,NA,NA,1.4,3,4,0.17,0.19,0.2,NA,NA,NA,NA,30.7,NA,NA,18.3,NA,NA,43,NA,3,4.5,5.9,40,45,50,5,10,15,2,8,16,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,15,17.5,20,NA,NA,NA,NA,NA,NA,5.1,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896914,42963182
H3,NA,H,NA,3,NA,74,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896914,42963183
H1,NA,H,NA,1,NA,0,NA,NA,33,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,97.5,100,85,90,95,NA,20,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.8,NA,NA,12.2,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,2,4,6,NA,NA,NA,1,1.18,1.35,NA,NA,NA,NA,1.23,NA,NA,4,9,14,0.18,0.19,0.2,NA,NA,NA,NA,32.2,NA,NA,18.8,NA,NA,51,NA,0,1.5,2.9,40,42.5,45,15,17.5,20,13,17,21,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,15,22.5,30,NA,NA,NA,NA,NA,NA,5.6,6.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896908,42963160
H2,NA,H,NA,2,NA,33,NA,NA,124,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,85,92.5,100,80,87.5,95,65,77.5,90,NA,23.3,NA,NA,3.2,NA,NA,3.7,NA,NA,4.3,NA,NA,6.5,NA,NA,5.6,NA,NA,29.2,NA,NA,NA,NA,NA,NA,NA,40,47.5,55,NA,NA,NA,0.5,1.25,2,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,NA,1.47,NA,NA,4,9,14,0.13,0.15,0.16,NA,NA,NA,NA,36.9,NA,NA,25.9,NA,NA,42,NA,0,1.5,2.9,50,57.5,65,15,20,25,10,18,29,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,4.5,5.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896908,42963161
H3,NA,H,NA,3,NA,124,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,90,95,100,80,87.5,95,65,77.5,90,NA,7.5,NA,NA,0.5,NA,NA,0.8,NA,NA,1.2,NA,NA,2.4,NA,NA,2.6,NA,NA,54.5,NA,NA,NA,NA,NA,NA,NA,35,38,50,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1,1.25,1.5,NA,NA,NA,NA,1.31,NA,NA,1.4,3,4,0.15,0.16,0.17,NA,NA,NA,NA,31.7,NA,NA,18.8,NA,NA,49,NA,0,1.5,2.9,45,52.5,60,15,20,25,9,17,27,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,15,20,25,NA,NA,NA,NA,NA,NA,4.5,5.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896908,42963162
H1,NA,H,NA,1,NA,0,NA,NA,33,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,97.5,100,85,90,95,NA,20,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.8,NA,NA,12.2,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,2,4,6,NA,NA,NA,1,1.18,1.35,NA,NA,NA,NA,1.23,NA,NA,4,9,14,0.18,0.19,0.2,NA,NA,NA,NA,32.2,NA,NA,18.8,NA,NA,51,NA,0,1.5,2.9,40,42.5,45,15,17.5,20,13,17,21,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,15,22.5,30,NA,NA,NA,NA,NA,NA,5.6,6.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896907,42963157
H2,NA,H,NA,2,NA,33,NA,NA,124,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,85,92.5,100,80,87.5,95,65,77.5,90,NA,23.3,NA,NA,3.2,NA,NA,3.7,NA,NA,4.3,NA,NA,6.5,NA,NA,5.6,NA,NA,29.2,NA,NA,NA,NA,NA,NA,NA,40,47.5,55,NA,NA,NA,0.5,1.25,2,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,NA,1.47,NA,NA,4,9,14,0.13,0.15,0.16,NA,NA,NA,NA,36.9,NA,NA,25.9,NA,NA,42,NA,0,1.5,2.9,50,57.5,65,15,20,25,10,18,29,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,4.5,5.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896907,42963158
H3,NA,H,NA,3,NA,124,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,90,95,100,80,87.5,95,65,77.5,90,NA,7.5,NA,NA,0.5,NA,NA,0.8,NA,NA,1.2,NA,NA,2.4,NA,NA,2.6,NA,NA,54.5,NA,NA,NA,NA,NA,NA,NA,35,38,50,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1,1.25,1.5,NA,NA,NA,NA,1.31,NA,NA,1.4,3,4,0.15,0.16,0.17,NA,NA,NA,NA,31.7,NA,NA,18.8,NA,NA,49,NA,0,1.5,2.9,45,52.5,60,15,20,25,9,17,27,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,15,20,25,NA,NA,NA,NA,NA,NA,4.5,5.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896907,42963159
H1,NA,H,NA,1,NA,0,NA,NA,33,NA,NA,NA,NA,0,0,0,0,5,10,100,100,100,100,100,100,95,97.5,100,85,90,95,NA,20,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.8,NA,NA,12.2,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,3,4.5,6,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.36,NA,NA,4,9,14,0.18,0.2,0.21,NA,NA,NA,NA,32.8,NA,NA,20.7,NA,NA,45,NA,0,1.5,2.9,35,40,45,15,17.5,20,12,16,21,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,15,17.5,20,NA,NA,NA,NA,NA,NA,5.1,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896905,42963151
H2,NA,H,NA,2,NA,33,NA,NA,86,NA,NA,NA,NA,0,0,0,0,8,15,100,100,100,90,95,100,80,90,100,70,82.5,95,NA,5.5,NA,NA,0.2,NA,NA,0.3,NA,NA,0.6,NA,NA,1.7,NA,NA,2.7,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,40,47.5,55,NA,NA,NA,1,2.5,4,NA,NA,NA,1.1,1.25,1.4,NA,NA,NA,NA,1.44,NA,NA,1.4,2.7,4,0.13,0.15,0.16,NA,NA,NA,NA,31.2,NA,NA,25.4,NA,NA,46,NA,3,4.5,5.9,50,55,60,20,22.5,25,14,21,30,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,NA,NA,NA,NA,NA,NA,4.5,5.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896905,42963152
H3,NA,H,NA,3,NA,86,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896905,42963153
H1,NA,H,NA,1,NA,0,NA,NA,33,NA,NA,NA,NA,0,0,0,0,5,10,100,100,100,100,100,100,95,97.5,100,85,90,95,NA,20,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.8,NA,NA,12.2,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,3,4.5,6,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.36,NA,NA,4,9,14,0.18,0.2,0.21,NA,NA,NA,NA,32.8,NA,NA,20.7,NA,NA,45,NA,0,1.5,2.9,35,40,45,15,17.5,20,12,16,21,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,15,17.5,20,NA,NA,NA,NA,NA,NA,5.1,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896904,42963148
H2,NA,H,NA,2,NA,33,NA,NA,86,NA,NA,NA,NA,0,0,0,0,8,15,100,100,100,90,95,100,80,90,100,70,82.5,95,NA,5.5,NA,NA,0.2,NA,NA,0.3,NA,NA,0.6,NA,NA,1.7,NA,NA,2.7,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,40,47.5,55,NA,NA,NA,1,2.5,4,NA,NA,NA,1.1,1.25,1.4,NA,NA,NA,NA,1.44,NA,NA,1.4,2.7,4,0.13,0.15,0.16,NA,NA,NA,NA,31.2,NA,NA,25.4,NA,NA,46,NA,3,4.5,5.9,50,55,60,20,22.5,25,14,21,30,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,NA,NA,NA,NA,NA,NA,4.5,5.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896904,42963149
H3,NA,H,NA,3,NA,86,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896904,42963150
H1,NA,H,NA,1,NA,0,NA,NA,33,NA,NA,NA,NA,0,0,0,0,5,10,100,100,100,100,100,100,95,97.5,100,85,90,95,NA,20,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.8,NA,NA,12.2,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,3,4.5,6,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.36,NA,NA,4,9,14,0.18,0.2,0.21,NA,NA,NA,NA,32.8,NA,NA,20.7,NA,NA,45,NA,0,1.5,2.9,35,40,45,15,17.5,20,12,16,21,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,15,17.5,20,NA,NA,NA,NA,NA,NA,5.1,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896903,42963145
H2,NA,H,NA,2,NA,33,NA,NA,86,NA,NA,NA,NA,0,0,0,0,8,15,100,100,100,90,95,100,80,90,100,70,82.5,95,NA,5.5,NA,NA,0.2,NA,NA,0.3,NA,NA,0.6,NA,NA,1.7,NA,NA,2.7,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,40,47.5,55,NA,NA,NA,1,2.5,4,NA,NA,NA,1.1,1.25,1.4,NA,NA,NA,NA,1.44,NA,NA,1.4,2.7,4,0.13,0.15,0.16,NA,NA,NA,NA,31.2,NA,NA,25.4,NA,NA,46,NA,3,4.5,5.9,50,55,60,20,22.5,25,14,21,30,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,NA,NA,NA,NA,NA,NA,4.5,5.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896903,42963146
H3,NA,H,NA,3,NA,86,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896903,42963147
H2,NA,H,NA,2,NA,33,NA,NA,86,NA,NA,NA,NA,0,0,0,0,8,15,100,100,100,90,95,100,80,90,100,70,82.5,95,NA,5.5,NA,NA,0.2,NA,NA,0.3,NA,NA,0.6,NA,NA,1.7,NA,NA,2.7,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,40,47.5,55,NA,NA,NA,1,2.5,4,NA,NA,NA,1.1,1.25,1.4,NA,NA,NA,NA,1.44,NA,NA,1.4,2.7,4,0.13,0.15,0.16,NA,NA,NA,NA,31.2,NA,NA,25.4,NA,NA,46,NA,3,4.5,5.9,50,55,60,20,22.5,25,14,21,30,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,NA,NA,NA,NA,NA,NA,4.5,5.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896902,42963142
H3,NA,H,NA,3,NA,86,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896902,42963143
H1,NA,H,NA,1,NA,0,NA,NA,33,NA,NA,NA,NA,0,0,0,0,5,10,100,100,100,100,100,100,95,97.5,100,85,90,95,NA,20,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.8,NA,NA,12.2,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,3,4.5,6,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.36,NA,NA,4,9,14,0.18,0.2,0.21,NA,NA,NA,NA,32.8,NA,NA,20.7,NA,NA,45,NA,0,1.5,2.9,35,40,45,15,17.5,20,12,16,21,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,15,17.5,20,NA,NA,NA,NA,NA,NA,5.1,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896902,42963144
H1,NA,H,NA,1,NA,0,NA,NA,18,NA,NA,NA,NA,0,0,0,0,3,5,55,67.5,80,50,62.5,75,45,60,75,40,55,70,NA,29.1,NA,NA,2.4,NA,NA,3.4,NA,NA,4.8,NA,NA,9.1,NA,NA,9.4,NA,NA,53.4,NA,NA,NA,NA,NA,NA,NA,15,17.5,20,NA,NA,NA,2,4,6,NA,NA,NA,1.2,1.35,1.5,NA,NA,NA,NA,1.43,NA,NA,4,9,14,0.11,0.14,0.17,NA,NA,NA,NA,22.1,NA,NA,10.9,NA,NA,34,NA,0,1.5,2.9,25,30,35,5,6,10,0,2,6,0.15,0.28,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,NA,NA,NA,NA,NA,NA,5.6,6.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896900,42963139
