monthseq,month,flodfreqcl,floddurcl,pondfreqcl,ponddurcl,ponddep.l,ponddep.r,ponddep.h,dlyavgprecip.l,dlyavgprecip.r,dlyavgprecip.h,dlyavgpotet.l,dlyavgpotet.r,dlyavgpotet.h,cokey,comonthkey
1,January,None,,Frequent,Long (7 to 30 days),0,7,15,NA,NA,NA,NA,NA,NA,14897186,156227014
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897186,156227015
6,June,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897186,156227016
3,March,None,,Frequent,Long (7 to 30 days),0,7,15,NA,NA,NA,NA,NA,NA,14897186,156227017
5,May,None,,Frequent,Long (7 to 30 days),0,7,15,NA,NA,NA,NA,NA,NA,14897186,156227018
11,November,None,,Frequent,Long (7 to 30 days),0,7,15,NA,NA,NA,NA,NA,NA,14897186,156227019
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897186,156227020
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897186,156227021
4,April,Occasional,Long (7 to 30 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897185,156226998
8,August,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897185,156226999
12,December,Occasional,Long (7 to 30 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897185,156227000
2,February,Occasional,Long (7 to 30 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897185,156227001
1,January,Occasional,Long (7 to 30 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897185,156227002
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897185,156227003
6,June,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897185,156227004
3,March,Occasional,Long (7 to 30 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897185,156227005
5,May,None,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897185,156227006
11,November,None,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897185,156227007
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897185,156227008
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897185,156227009
4,April,Rare,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897184,156226986
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897184,156226987
12,December,Rare,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897184,156226988
2,February,Rare,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897184,156226989
1,January,Rare,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897184,156226990
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897184,156226991
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897184,156226992
3,March,Rare,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897184,156226993
5,May,Rare,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897184,156226994
11,November,Rare,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897184,156226995
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897184,156226996
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897184,156226997
4,April,None,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897183,156226974
8,August,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897183,156226975
12,December,None,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897183,156226976
2,February,None,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897183,156226977
1,January,None,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897183,156226978
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897183,156226979
6,June,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897183,156226980
3,March,None,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897183,156226981
5,May,None,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897183,156226982
11,November,None,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897183,156226983
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897183,156226984
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897183,156226985
4,April,None,,Frequent,Long (7 to 30 days),0,7,15,NA,NA,NA,NA,NA,NA,14897182,156226962
8,August,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897182,156226963
12,December,None,,Frequent,Long (7 to 30 days),0,7,15,NA,NA,NA,NA,NA,NA,14897182,156226964
2,February,None,,Frequent,Long (7 to 30 days),0,7,15,NA,NA,NA,NA,NA,NA,14897182,156226965
1,January,None,,Frequent,Long (7 to 30 days),0,7,15,NA,NA,NA,NA,NA,NA,14897182,156226966
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897182,156226967
6,June,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897182,156226968
3,March,None,,Frequent,Long (7 to 30 days),0,7,15,NA,NA,NA,NA,NA,NA,14897182,156226969
5,May,None,,Frequent,Long (7 to 30 days),0,7,15,NA,NA,NA,NA,NA,NA,14897182,156226970
11,November,None,,Frequent,Long (7 to 30 days),0,7,15,NA,NA,NA,NA,NA,NA,14897182,156226971
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897182,156226972
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897182,156226973
4,April,Occasional,Long (7 to 30 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897181,156226950
8,August,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897181,156226951
12,December,Occasional,Long (7 to 30 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897181,156226952
2,February,Occasional,Long (7 to 30 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897181,156226953
1,January,Occasional,Long (7 to 30 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897181,156226954
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897181,156226955
6,June,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897181,156226956
3,March,Occasional,Long (7 to 30 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897181,156226957
5,May,None,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897181,156226958
11,November,None,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897181,156226959
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897181,156226960
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897181,156226961
4,April,Rare,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897180,156226938
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897180,156226939
12,December,Rare,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897180,156226940
2,February,Rare,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897180,156226941
1,January,Rare,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897180,156226942
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897180,156226943
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897180,156226944
3,March,Rare,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897180,156226945
5,May,Rare,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897180,156226946
11,November,Rare,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14897180,156226947
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897180,156226948
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897180,156226949
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897017,156224982
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897017,156224983
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897017,156224984
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897017,156224985
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897017,156224986
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897017,156224987
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897017,156224988
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897017,156224989
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897017,156224990
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897017,156224991
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897017,156224992
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897017,156224993
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897016,156224970
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897016,156224971
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897016,156224972
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897016,156224973
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897016,156224974
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897016,156224975
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897016,156224976
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897016,156224977
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897016,156224978
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897016,156224979
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897016,156224980
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897016,156224981
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897015,156224958
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897015,156224959
12,December,Occasional,Very brief (4 to 48 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897015,156224960
2,February,Occasional,Very brief (4 to 48 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897015,156224961
1,January,Occasional,Very brief (4 to 48 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897015,156224962
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897015,156224963
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897015,156224964
3,March,Occasional,Very brief (4 to 48 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897015,156224965
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897015,156224966
11,November,Occasional,Very brief (4 to 48 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897015,156224967
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897015,156224968
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897015,156224969
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897013,156224934
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897013,156224935
12,December,Occasional,Very brief (4 to 48 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897013,156224936
2,February,Occasional,Very brief (4 to 48 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897013,156224937
1,January,Occasional,Very brief (4 to 48 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897013,156224938
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897013,156224939
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897013,156224940
3,March,Occasional,Very brief (4 to 48 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897013,156224941
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897013,156224942
11,November,Occasional,Very brief (4 to 48 hours),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897013,156224943
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897013,156224944
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897013,156224945
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897012,156224922
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897012,156224923
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897012,156224924
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897012,156224925
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897012,156224926
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897012,156224927
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897012,156224928
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897012,156224929
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897012,156224930
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897012,156224931
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897012,156224932
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897012,156224933
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897011,156224910
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897011,156224911
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897011,156224912
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897011,156224913
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897011,156224914
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897011,156224915
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897011,156224916
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897011,156224917
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897011,156224918
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897011,156224919
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897011,156224920
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897011,156224921
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897010,156224898
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897010,156224899
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897010,156224900
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897010,156224901
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897010,156224902
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897010,156224903
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897010,156224904
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897010,156224905
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897010,156224906
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897010,156224907
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897010,156224908
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897010,156224909
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897009,156224886
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897009,156224887
12,December,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897009,156224888
2,February,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897009,156224889
1,January,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897009,156224890
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897009,156224891
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897009,156224892
3,March,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897009,156224893
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897009,156224894
11,November,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897009,156224895
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897009,156224896
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897009,156224897
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897008,156224874
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897008,156224875
12,December,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897008,156224876
2,February,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897008,156224877
1,January,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897008,156224878
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897008,156224879
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897008,156224880
3,March,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897008,156224881
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897008,156224882
11,November,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897008,156224883
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897008,156224884
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897008,156224885
4,April,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897007,156224862
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897007,156224863
12,December,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897007,156224864
2,February,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897007,156224865
1,January,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897007,156224866
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897007,156224867
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897007,156224868
3,March,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897007,156224869
5,May,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897007,156224870
11,November,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897007,156224871
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897007,156224872
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897007,156224873
4,April,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897006,156224850
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897006,156224851
12,December,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897006,156224852
2,February,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897006,156224853
1,January,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897006,156224854
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897006,156224855
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897006,156224856
3,March,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897006,156224857
5,May,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897006,156224858
11,November,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897006,156224859
10,October,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897006,156224860
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897006,156224861
4,April,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897005,156224838
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897005,156224839
12,December,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897005,156224840
2,February,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897005,156224841
1,January,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897005,156224842
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897005,156224843
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897005,156224844
3,March,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897005,156224845
5,May,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897005,156224846
11,November,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897005,156224847
10,October,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897005,156224848
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897005,156224849
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897004,156224826
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897004,156224827
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897004,156224828
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897004,156224829
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897004,156224830
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897004,156224831
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897004,156224832
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897004,156224833
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897004,156224834
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897004,156224835
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897004,156224836
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897004,156224837
4,April,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897003,156224814
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897003,156224815
12,December,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897003,156224816
2,February,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897003,156224817
1,January,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897003,156224818
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897003,156224819
6,June,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897003,156224820
3,March,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897003,156224821
5,May,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897003,156224822
11,November,Rare,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897003,156224823
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897003,156224824
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897003,156224825
1,January,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897002,156224802
2,February,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897002,156224803
3,March,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897002,156224804
4,April,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897002,156224805
5,May,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897002,156224806
6,June,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897002,156224807
7,July,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897002,156224808
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897002,156224809
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897002,156224810
10,October,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897002,156224811
11,November,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897002,156224812
12,December,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897002,156224813
4,April,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897001,156224790
8,August,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897001,156224791
12,December,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897001,156224792
2,February,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897001,156224793
1,January,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897001,156224794
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897001,156224795
6,June,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897001,156224796
3,March,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897001,156224797
5,May,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897001,156224798
11,November,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897001,156224799
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897001,156224800
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897001,156224801
4,April,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897000,156224778
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897000,156224779
12,December,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897000,156224780
2,February,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897000,156224781
1,January,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897000,156224782
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897000,156224783
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897000,156224784
3,March,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897000,156224785
5,May,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897000,156224786
11,November,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897000,156224787
